Date,High,Low,Open,Close,Volume,Adj Close
2017-01-03,6.880000114440918,6.210000038146973,6.78000020980835,6.579999923706055,12100,6.579999923706055
2017-01-04,7.0,6.269999980926514,6.400000095367432,6.574999809265137,11700,6.574999809265137
2017-01-05,6.340000152587891,6.210000038146973,6.300000190734863,6.210000038146973,3700,6.210000038146973
2017-01-06,6.699999809265137,6.210000038146973,6.349999904632568,6.21999979019165,8100,6.21999979019165
2017-01-09,6.21999979019165,6.010000228881836,6.019999980926514,6.03000020980835,10800,6.03000020980835
2017-01-10,6.199999809265137,6.0,6.020999908447266,6.150000095367432,28200,6.150000095367432
2017-01-11,6.070000171661377,6.0,6.044000148773193,6.0,4100,6.0
2017-01-12,6.184000015258789,5.955999851226807,6.150000095367432,6.039999961853027,20800,6.039999961853027
2017-01-13,6.203000068664551,6.0,6.0,6.0,8500,6.0
2017-01-17,5.900000095367432,5.510000228881836,5.800000190734863,5.869999885559082,19800,5.869999885559082
2017-01-18,6.040999889373779,5.5,6.040999889373779,6.039999961853027,85500,6.039999961853027
2017-01-19,6.033999919891357,5.940000057220459,6.033999919891357,6.03000020980835,4100,6.03000020980835
2017-01-20,6.21999979019165,5.697999954223633,5.697999954223633,6.21999979019165,9600,6.21999979019165
2017-01-23,6.21999979019165,5.909999847412109,6.21999979019165,6.039999961853027,4000,6.039999961853027
2017-01-24,6.567999839782715,5.760000228881836,5.760000228881836,5.880000114440918,101900,5.880000114440918
2017-01-25,5.929999828338623,5.739999771118164,5.929999828338623,5.75,4400,5.75
2017-01-26,5.920000076293945,5.699999809265137,5.800000190734863,5.920000076293945,3300,5.920000076293945
2017-01-27,5.849999904632568,5.679999828338623,5.679999828338623,5.710000038146973,2400,5.710000038146973
2017-01-30,5.769999980926514,5.710000038146973,5.710000038146973,5.760000228881836,1000,5.760000228881836
2017-01-31,6.25,5.60699987411499,5.60699987411499,6.25,8700,6.25
2017-02-01,6.119999885559082,5.775000095367432,6.119999885559082,5.940000057220459,3700,5.940000057220459
2017-02-02,5.869999885559082,5.619999885559082,5.619999885559082,5.730000019073486,4100,5.730000019073486
2017-02-03,5.730000019073486,5.730000019073486,5.730000019073486,5.730000019073486,300,5.730000019073486
2017-02-06,6.0,5.670000076293945,5.670000076293945,5.789999961853027,5800,5.789999961853027
2017-02-07,5.817999839782715,5.619999885559082,5.619999885559082,5.650000095367432,16200,5.650000095367432
2017-02-08,5.822999954223633,5.619999885559082,5.619999885559082,5.682000160217285,2000,5.682000160217285
2017-02-09,5.909999847412109,5.650000095367432,5.650000095367432,5.800000190734863,3700,5.800000190734863
2017-02-10,5.829999923706055,5.630000114440918,5.630000114440918,5.75,1600,5.75
2017-02-13,5.869999885559082,5.699999809265137,5.860000133514404,5.829999923706055,1700,5.829999923706055
2017-02-14,5.800000190734863,5.650000095367432,5.650000095367432,5.679999828338623,2400,5.679999828338623
2017-02-15,5.800000190734863,5.5,5.659999847412109,5.659999847412109,36900,5.659999847412109
2017-02-16,5.75,5.519999980926514,5.550000190734863,5.650000095367432,12000,5.650000095367432
2017-02-17,5.800000190734863,5.550000190734863,5.690000057220459,5.650000095367432,14300,5.650000095367432
2017-02-21,5.699999809265137,5.5,5.699999809265137,5.590000152587891,17300,5.590000152587891
2017-02-22,5.599999904632568,5.5,5.539999961853027,5.590000152587891,2500,5.590000152587891
2017-02-23,5.699999809265137,5.610000133514404,5.639999866485596,5.610000133514404,12600,5.610000133514404
2017-02-24,5.639999866485596,5.5,5.53000020980835,5.630000114440918,2800,5.630000114440918
2017-02-27,5.619999885559082,5.539999961853027,5.619999885559082,5.610000133514404,1800,5.610000133514404
2017-02-28,5.789999961853027,5.5,5.754000186920166,5.78000020980835,9200,5.78000020980835
2017-03-01,5.800000190734863,5.716000080108643,5.716000080108643,5.730000019073486,2500,5.730000019073486
2017-03-02,6.239999771118164,5.769999980926514,5.769999980926514,5.989999771118164,4700,5.989999771118164
2017-03-03,5.980000019073486,5.723999977111816,5.723999977111816,5.980000019073486,300,5.980000019073486
2017-03-06,6.590000152587891,5.757999897003174,6.0,6.25,6500,6.25
2017-03-07,6.96999979019165,6.210000038146973,6.25,6.650000095367432,49900,6.650000095367432
2017-03-08,6.650000095367432,6.5,6.639999866485596,6.619999885559082,4200,6.619999885559082
2017-03-09,7.065000057220459,6.565000057220459,6.800000190734863,6.650000095367432,14700,6.650000095367432
2017-03-10,6.900000095367432,6.440000057220459,6.539999961853027,6.650000095367432,18500,6.650000095367432
2017-03-13,6.75,6.440000057220459,6.539000034332275,6.650000095367432,9300,6.650000095367432
2017-03-14,6.800000190734863,6.570000171661377,6.650000095367432,6.789999961853027,18300,6.789999961853027
2017-03-15,7.639999866485596,6.800000190734863,6.800000190734863,7.260000228881836,26400,7.260000228881836
