Date,High,Low,Open,Close,Volume,Adj Close
2017-01-03,72.95999908447266,71.18000030517578,72.2699966430664,72.2699966430664,4393600.0,59.84345245361328
2017-01-04,72.19999694824219,71.06999969482422,71.93000030517578,71.4800033569336,4151400.0,59.18929672241211
2017-01-05,71.4800033569336,70.54000091552734,71.31999969482422,70.62000274658203,4769900.0,58.4771728515625
2017-01-06,71.38999938964844,70.33999633789062,70.62000274658203,71.08000183105469,3935600.0,58.85808563232422
2017-01-09,70.80999755859375,69.9000015258789,70.5199966430664,70.4800033569336,5543700.0,58.361263275146484
2017-01-10,70.76000213623047,69.29000091552734,70.48999786376953,69.3499984741211,3993200.0,57.425533294677734
2017-01-11,69.94000244140625,68.87999725341797,69.4000015258789,69.3499984741211,6423200.0,57.425533294677734
2017-01-12,69.63999938964844,68.47000122070312,69.52999877929688,69.02999877929688,5343000.0,57.16056442260742
2017-01-13,69.37999725341797,68.66000366210938,68.94000244140625,69.08000183105469,3739700.0,57.20195388793945
2017-01-17,70.16000366210938,69.08999633789062,69.73999786376953,69.7300033569336,3776400.0,57.74021530151367
2017-01-18,69.87999725341797,69.05999755859375,69.29000091552734,69.31999969482422,3659300.0,57.40070724487305
2017-01-19,69.75,68.37999725341797,69.58000183105469,68.7300033569336,3901100.0,56.91215133666992
2017-01-20,69.4000015258789,68.2699966430664,69.3499984741211,68.58999633789062,4239100.0,56.796226501464844
2017-01-23,68.58000183105469,67.6500015258789,68.29000091552734,67.98999786376953,3129400.0,56.29938507080078
2017-01-24,68.5,67.61000061035156,68.44000244140625,67.87000274658203,4946800.0,56.200035095214844
2017-01-25,69.25,67.91000366210938,68.0999984741211,68.12999725341797,6147400.0,56.415313720703125
2017-01-26,68.56999969482422,67.8499984741211,68.27999877929688,68.55000305175781,3698700.0,56.76310348510742
2017-01-27,68.95999908447266,68.13999938964844,68.37000274658203,68.94999694824219,3836500.0,57.09431838989258
2017-01-30,68.8499984741211,67.31999969482422,68.52999877929688,67.87999725341797,4551000.0,56.208290100097656
2017-01-31,68.08999633789062,67.33000183105469,68.0,67.7699966430664,5538400.0,56.11720657348633
2017-02-01,68.0999984741211,67.0199966430664,67.93000030517578,67.61000061035156,3975700.0,55.98472595214844
2017-02-02,69.0999984741211,67.26000213623047,67.5999984741211,68.5,4889000.0,56.7216911315918
2017-02-03,69.83000183105469,68.11000061035156,68.4000015258789,69.18000030517578,4069400.0,57.284767150878906
2017-02-06,69.27999877929688,67.98999786376953,68.94999694824219,68.19000244140625,3799300.0,56.46500015258789
2017-02-07,67.94999694824219,66.3499984741211,67.91000366210938,66.81999969482422,4857200.0,55.33056640625
2017-02-08,67.19999694824219,65.62999725341797,66.5999984741211,66.7699966430664,5676700.0,55.28916549682617
